PERIODO;MODO;JURISDICCION;GRUPO TARIFARIO;EMPRESA;LINEA;Suma de CANTIDAD;ACTUALIZACION
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA DEL OESTE SAT;LINEA 244;451466;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA DEL OESTE SAT;LINEA 302;621955;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA DEL OESTE SAT;LINEA 303;882116;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA DEL OESTE SAT;LINEA 320;140640;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA DEL OESTE SAT;LINEA 390;335369;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA DEL OESTE SAT;LINEA 461;92808;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA DEL OESTE SAT;LINEA 462;64033;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA DEL OESTE SAT;LINEA 463;809559;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA DEL OESTE SAT;LINEA 464;333865;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA LINEA 216 S.A.T.;LINEA 236;2435335;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA LINEA 216 S.A.T.;LINEA 269;1855959;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA LINEA 216 S.A.T.;LINEA 395;579639;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA LINEA 216 S.A.T.;LINEA 441;560985;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA LINEA 216 S.A.T.;LINEA 443;285014;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA LINEA SIETE SAT;LINEA 307;1081998;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA MONTE GRANDE S.A. LINEA 501;LINEA 245;201558;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA MONTE GRANDE S.A. LINEA 501;LINEA 394;731556;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA NUEVE DE JULIO S.A.T.;LINEA 215;188083;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EMPRESA NUEVE DE JULIO S.A.T.;LINEA 225;24801;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO ESTEBAN ECHEVERRIA S.R.L.;LINEA 222;131930;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO ESTEBAN ECHEVERRIA S.R.L.;LINEA 306;2141861;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO GENERAL SARMIENTO S.A.;LINEA 448;1651426;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO LOMAS S.A.;LINEA 243;112770;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO NUEVE DE JULIO S.A.;LINEA 247;1606104;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES;LINEA 341;1363808;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES;LINEA 379;5190;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES;LINEA 391;839288;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO VILLA GALICIAÿ SAN JOSE S.A.;LINEA 239B;254104;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO VILLA GALICIAÿ SAN JOSE S.A.;LINEA 263A;284153;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO VILLA GALICIAÿ SAN JOSE S.A.;LINEA 266;2141397;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO VILLA GALICIAÿ SAN JOSE S.A.;LINEA 293A;480040;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO VILLA GALICIAÿ SAN JOSE S.A.;LINEA 436;168360;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;EXPRESO VILLA NUEVA S.A.;LINEA 257;1184981;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;FUERTE BARRAGAN S.A.T.I.C.I.;LINEA 275;729787;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 271;1071356;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 299;593422;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 373;472426;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 384;206910;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;LA CABA¥A S.A.;LINEA 242;2807548;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;LA CABA¥A S.A.;LINEA 298;912985;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;LA PRIMERA DE GRAND BOURG S.A.;LINEA 315;724820;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;LA PRIMERA DE GRAND BOURG S.A.;LINEA 440;3076384;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;LA PRIMERA DE MARTINEZ S.A;LINEA 314;1519958;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;LIBERTADOR SAN MARTIN SAT;LINEA 327;584866;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;LIBERTADOR SAN MARTIN SAT;LINEA 336;308086;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;LIBERTADOR SAN MARTIN SAT;LINEA 392;284865;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;LINEA SESENTA SA;LINEA 430;70283;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS AVENIDA S.A.;LINEA 405;431904;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS GENERAL SAN MARTIN SAC;LINEA 310;267021;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS GENERAL SAN MARTIN SAC;LINEA 407;526356;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS GENERAL SAN MARTIN SAC;LINEA 437;452869;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS MITRE S.A.;LINEA 318;1821407;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS OïHIGGINS S.A.T.;LINEA 295;507666;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS PRIMERA JUNTA S.A;LINEA 324;2053599;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 219;842411;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 300;593486;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 372;186843;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;NUEVO IDEAL S.A.;LINEA 382;642890;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 263B;371178;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 370;336354;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 385;394296;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 403;3050;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 435;187871;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTE AUTOMOTORES LA PLATA SA;LINEA 406;841463;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTE IDEAL SAN JUSTO S.A.;LINEA 205;352745;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTE JOSE HERNANDEZ S.A.C.I.;LINEA 252;620766;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTE LA UNION SA;LINEA 202;1080552;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTE LARRAZABAL C.I.S.A.;LINEA 421;103090;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.;LINEA 354;992589;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;LINEA 446;106161;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES LA PERLITA S.A.;LINEA 288;306393;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES LA PERLITA S.A.;LINEA 311;846978;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES LA PERLITA S.A.;LINEA 312;593577;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES LA PERLITA S.A.;LINEA 329;474242;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES LA PERLITA S.A.;LINEA 422;973028;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 383;574914;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.;LINEA 238;1129816;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.;LINEA 297;396588;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;TRANSPORTES VILLA BOSCH SAC el;LINEA 328;830798;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;UNION PLATENSE SRL;LINEA 214;646573;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.;UNION PLATENSE SRL;LINEA 273;1237958;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;AZUL S.A. DE TRANSPORTE AUTOMOTOR;LINEA 203;3571124;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;COMPA¥IA ISLE¥A S.R.L.;LINEA 276;1141928;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;EMPRESA NUEVE DE JULIO S.A.T.;LINEA 414;38988;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;LA CENTRAL DE ESCOBAR SA;LINEA 228F;404147;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;LA CENTRAL DE ESCOBAR SA;LINEA 291;802383;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;LA FLOR DE LUJAN SRL;LINEA 256;38148;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;LA NUEVA METROPOL S.A.;LINEA 228A;86724;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;LA NUEVA METROPOL S.A.;LINEA 365;2336925;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;LINEA SESENTA SA;LINEA 204B;314652;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;LINEA SESENTA SA;LINEA 228 B;253121;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;MICRO OMNIBUS TIGRE S.A.;LINEA 204;392589;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;MICRO OMNIBUS TIGRE S.A.;LINEA 228C;579927;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;RUTA BUS S.A.;LINEA 313;80625;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;RUTA BUS S.A.;LINEA 350;491254;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;RUTA BUS S.A.;LINEA 355;58987;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;SAN VICENTE S.A. DE TRANSPORTES;LINEA 388;72684;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;TRANSPORTE AUTOMOTORES LA PLATA SA;LINEA 338;1880621;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;TRANSPORTES ATLANTIDA S.A.C.;LINEA 410;204353;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;TRANSPORTES ATLANTIDA S.A.C.;LINEA 429;104428;201903
201406;COLECTIVO;PROVINCIAL;U.P.A.M;UNION PLATENSE SRL;LINEA 418;70381;201903
201406;SUBTE;SUBTE;-;METROVIAS;LINEA A;3204537;201903
201406;SUBTE;SUBTE;-;METROVIAS;LINEA B;4532056;201903
201406;SUBTE;SUBTE;-;METROVIAS;LINEA C;2323456;201903
201406;SUBTE;SUBTE;-;METROVIAS;LINEA D;4447213;201903
201406;SUBTE;SUBTE;-;METROVIAS;LINEA E;1213953;201903
201406;SUBTE;SUBTE;-;METROVIAS;LINEA H;436471;201903
201406;SUBTE;SUBTE;-;METROVIAS;LINEA PREMETRO;6971;201903
201406;TREN;FFCC;-;FERROVIAS S.A.;FFCC BELGRANO NORTE;1766540;201903
201406;TREN;FFCC;-;METROVIAS S.A. (URQUIZA);FFCC URQUIZA;853969;201903
201406;TREN;FFCC;-;SOFSE - Belgrano Sur;FFCC BELGRANO SUR;765209;201903
201406;TREN;FFCC;-;SOFSE - Mitre;FFCC MITRE;317539;201903
201406;TREN;FFCC;-;SOFSE - Mitre;FFCC MITRE-TIGRE;1042344;201903
201406;TREN;FFCC;-;SOFSE - Mitre;FFCC MITRE-ZARATE;241;201903
201406;TREN;FFCC;-;SOFSE - Roca;FFCC ROCA;5505202;201903
201406;TREN;FFCC;-;SOFSE - San Martin;FFCC SAN MARTIN;2171075;201903
201406;TREN;FFCC;-;SOFSE- SARMIENTO;FFCC SARMIENTO;2705014;201903
201407;COLECTIVO;MUNICIPAL;-;17 DE AGOSTO S.A.;LINEA 847;3;201903
201407;COLECTIVO;MUNICIPAL;-;AUTOBUSES SANTA FE S.R.L;LINEA 540A;475732;201903
201407;COLECTIVO;MUNICIPAL;-;AUTOBUSES SANTA FE S.R.L;LINEA 550A;392682;201903
201407;COLECTIVO;MUNICIPAL;-;AUTOBUSES SANTA FE S.R.L;LINEA 552A;318774;201903
201407;COLECTIVO;MUNICIPAL;-;AUTOBUSES SANTA FE S.R.L;LINEA 553A;328837;201903
201407;COLECTIVO;MUNICIPAL;-;AZUL S.A. DE TRANSPORTE AUTOMOTOR;LINEA 853;183;201903
201407;COLECTIVO;MUNICIPAL;-;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 503A;775396;201903
201407;COLECTIVO;MUNICIPAL;-;CONSULTORES ASOCIADOS ECOTRANS S.A.;LINEA 635;164406;201903
201407;COLECTIVO;MUNICIPAL;-;COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA;LINEA 503F;229952;201903
201407;COLECTIVO;MUNICIPAL;-;D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR;LINEA 811;7;201903
201407;COLECTIVO;MUNICIPAL;-;EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.;LINEA 816;2;201903
201407;COLECTIVO;MUNICIPAL;-;EMPRESA LINEA 216 S.A.T.;LINEA 813;3;201903
201407;COLECTIVO;MUNICIPAL;-;EMPRESA LINEA SIETE SAT;LINEA 503G;980352;201903
201407;COLECTIVO;MUNICIPAL;-;EMPRESA LINEA SIETE SAT;LINEA 506E;270889;201903
201407;COLECTIVO;MUNICIPAL;-;EMPRESA LINEA SIETE SAT;LINEA 518B;35028;201903
201407;COLECTIVO;MUNICIPAL;-;EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.;LINEA 808;57;201903
201407;COLECTIVO;MUNICIPAL;-;EXPRESO SAN ISIDRO S.A.T.C.I.F.I.;LINEA 814;399;201903
201407;COLECTIVO;MUNICIPAL;-;GENERAL PUEYRREDON S.A.T.C.I.;LINEA 843;31;201903
201407;COLECTIVO;MUNICIPAL;-;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 849;27;201903
201407;COLECTIVO;MUNICIPAL;-;GRUPO LINEA 179 S.A.;LINEA 833;10;201903
201407;COLECTIVO;MUNICIPAL;-;LA CENTRAL DE VICENTE LOPEZ S.A.;LINEA 880;27;201903
201407;COLECTIVO;MUNICIPAL;-;LINEA 10 S.A.;LINEA 845;1;201903
201407;COLECTIVO;MUNICIPAL;-;LINEA 17 S.A.;LINEA 844;32;201903
201407;COLECTIVO;MUNICIPAL;-;LINEA 213 S.A. DE TRANSPORTE;LINEA 867;4;201903
201407;COLECTIVO;MUNICIPAL;-;LINEA 22 S.A.;LINEA 852;24;201903
201407;COLECTIVO;MUNICIPAL;-;LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.;LINEA 842;55;201903
201407;COLECTIVO;MUNICIPAL;-;LOS CONSTITUYENTES S.A.T.;LINEA 864;10;201903
201407;COLECTIVO;MUNICIPAL;-;M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR;LINEA 850;158;201903
201407;COLECTIVO;MUNICIPAL;-;MICRO OMNIBUS GENERAL SAN MARTIN SAC;LINEA 670;1294225;201903
201407;COLECTIVO;MUNICIPAL;-;MICRO OMNIBUS NORTE S.A.;LINEA 810;4;201903
201407;COLECTIVO;MUNICIPAL;-;MICROOMNIBUS BARRANCAS DE BELGRANO S.A.;LINEA 819;105;201903
201407;COLECTIVO;MUNICIPAL;-;MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.;LINEA 824;1;201903
201407;COLECTIVO;MUNICIPAL;-;MUNICIPALIDAD DE ITUZAINGO;LINEA 504;7779;201903
201407;COLECTIVO;MUNICIPAL;-;NUDO S.A.;LINEA 851;2;201903
201407;COLECTIVO;MUNICIPAL;-;NUEVOS RUMBOS S.A.T.A.C.I.F.I.;LINEA 848;1;201903
201407;COLECTIVO;MUNICIPAL;-;SAN VICENTE S.A. DE TRANSPORTES;LINEA 861;3;201903
201407;COLECTIVO;MUNICIPAL;-;SOCIEDAD ANONIMA EXPRESO SUDOESTE;LINEA 837;11;201903
201407;COLECTIVO;MUNICIPAL;-;SPEN NORBERTO MARIO;LINEA 507B;111858;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTE ESCALADA S.A.T.;LINEA 807;127;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES 1§ SEPTIEMBRE S.A.;LINEA 862;9;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES 27 DE JUNIO S.A.C.I.F.;LINEA 876;1;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES AUTOMOTORES CALLAO S.A.;LINEA 802;93;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;LINEA 872;124;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES DEL TEJAR S.A.;LINEA 838;15;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES LOPE DE VEGA S.A.C.I.;LINEA 869;73;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES RIO GRANDE S.A.C.I.F.;LINEA 875;6;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES SANTA FE S.A.C.I.;LINEA 839;2;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES SESENTA Y OCHO S.R.L.;LINEA 805;63;201903
201407;COLECTIVO;MUNICIPAL;-;TRANSPORTES SUR-NOR C.I.S.A.;LINEA 815;1;201903
201407;COLECTIVO;MUNICIPAL;-;VUELTA DE ROCHA S.A.T.C.I.;LINEA 826;11;201903
201407;COLECTIVO;MUNICIPAL;S.G.I.;EL PUENTE S.A.T.;LINEA 803;48;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 622;944801;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 628;128969;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL;LINEA 523;213895;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;CIA LA PAZ AMADOR MOURE SACIFIYA;LINEA 542;367675;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;CIA LA PAZ AMADOR MOURE SACIFIYA;LINEA 551;257967;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;COMPA¥ÖA DE OMNIBUS 25 DE MAYO LINEA 278;LINEA 585;613223;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;COMPA¥IA MICROOMNIBUS LA COLORADA SACI;LINEA 505 D;316502;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;COMPA¥ÖA MICROOMNIBUS TEMPERLEY SRL;LINEA 549;79324;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EL URBANO SRL;LINEA 527;194063;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EMPRESA 501 SA;LINEA 501 A;1421904;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EMPRESA CINCO DE AGOSTO S.R.L.;LINEA 524;278728;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EMPRESA CIUDAD DE SAN FERNANDO SA;LINEA 710;816681;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EMPRESA DE TRANSPORTES EL LITORAL S.A.;LINEA 749;1463559;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EMPRESA J.M. EZEIZA S.R.L.;LINEA 532;566462;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EMPRESA LINEA 216 S.A.T.;LINEA 504A;1966952;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EMPRESA LINEA 216 S.A.T.;LINEA 634;543707;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL;LINEA 548;340688;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EMPRESA MONTE GRANDE S.A. LINEA 501;LINEA 501C;2509867;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EXPRESO ARSENO SRL;LINEA 514;998025;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EXPRESO VILLA GALICIAÿ SAN JOSE S.A.;LINEA 510A;171884;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EXPRESO VILLA GALICIAÿ SAN JOSE S.A.;LINEA 564;423709;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EXPRESO VILLA NUEVA S.A.;LINEA 580;216315;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;EXPRESO VILLA NUEVA S.A.;LINEA 582;496864;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 505;407549;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;GENERAL TOMAS GUIDO S.A.C.I.F.;LINEA 570;514216;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;LA CABA¥A S.A.;LINEA 624;1051201;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;LA PRIMERA DE GRAND BOURG S.A.;LINEA 740;798436;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;LA PRIMERA DE MALVINAS ARGENTINAS UTE;LINEA 501I;359895;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS;LINEA 630;714233;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;LINEA SESENTA SA;LINEA 503 B;321462;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS AVENIDA S.A.;LINEA 520B;476542;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS ESTE S.A;LINEA 521 A;261669;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS ESTE S.A;LINEA 526;452264;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS GENERAL SAN MARTIN SAC;LINEA 707;1482919;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS PRIMERA JUNTA S.A;LINEA 501E;56480;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS PRIMERA JUNTA S.A;LINEA 504C;128966;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS PRIMERA JUNTA S.A;LINEA 583;287076;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 584;347035;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 603;633382;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS QUILMES S.A.C.I. Y F.;LINEA 619;379997;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 505A;92110;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 506B;36665;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 508A;125603;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 511A;30216;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;MICRO OMNIBUS TIGRE S.A.;LINEA 513A;103455;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;NUEVO IDEAL S.A.;LINEA 620;2934699;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 506C;843854;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;SAN VICENTE S.A. DE TRANSPORTES;LINEA 521B;75432;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;SARGENTO CABRAL S.A.DE TRANSPORTE;LINEA 741;387693;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTE DEL SUR S.R.L.;LINEA 515;616779;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTE IDEAL SAN JUSTO S.A.;LINEA 621;855055;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES LA PERLITA S.A.;LINEA 501G;5000341;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 500H;15929;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 503;420004;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 506;194358;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 507;224695;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 508;45210;201903
201407;COLECTIVO;MUNICIPAL;U.M.A.1.;TRANSPORTES SAN JUAN BAUTISTA S.A.;LINEA 509C;31568;201903
